PLAYER,TEAM,OFFRTG,DEFRTG,NETRTG,AST%,ASTTO,ASTRAT,OREB%,DREB%,REB%,TORAT,EFG%,TS%,USG%,PACE,PIE,POSS
Mouhamadou Gueye,TOR,80,110.9,-30.9,8.1,0.42,8.5,8.7,8,8.4,20.3,28.9,31,18.9,102.25,0.2,255
Amari Bailey,CHA,111.4,106,5.4,15.2,1.75,18.4,9.8,4.1,6.7,10.5,35.4,42.5,20.7,98.77,5.8,132
Tristan Vukcevic,WAS,109.2,98.8,10.4,12,1.3,13.1,4.2,16,10.9,10.1,50.7,55.4,23.3,105.6,9.4,336
Adama Sanogo,CHI,115.3,93.6,21.7,0,0,0,25.3,26.6,25.9,13.5,51.9,55.8,21,104.01,14.9,144
Jacob Toppin,NYK,98.7,118.4,-19.8,14.3,3,21.4,7.7,14.8,10.6,7.1,61.1,65.8,13.3,94.99,9,75
Jordan Walsh,BOS,120.1,90.2,29.9,6.8,1.67,20.8,5.3,15.3,10.4,12.5,46.7,47.2,9.2,98.33,5.8,169
Keyontae Johnson,OKC,100,105.8,-5.8,8.5,1,16.7,6.5,9.5,8,16.7,34.4,34.4,12.8,100.42,1.5,139
Seth Lundy,ATL,102.7,114.4,-11.7,0,0,0,2.2,11.8,7.2,5,32.4,37.3,16.8,102.49,-0.2,111
E.J. Liddell,NOP,98.1,109.8,-11.7,6.7,0.5,10,0,21.7,10.6,20,16.7,29.1,14.8,108.13,4.5,53
Jordan Miller,LAC,95.2,119.7,-24.4,0,0,0,10.3,5.7,7.8,9.1,61.1,65.8,15.3,105.56,8.4,63
Matt Hurt,MEM,98.7,104.8,-6,6.2,2,9.8,7,6,6.5,4.9,42.6,45.3,13.4,98.34,5.4,233
Oscar Tshiebwe,IND,114.9,98.9,15.9,6.5,0,7.7,16.7,22.9,19.3,0,50,55.3,20.5,108.21,16.5,94
Pete Nance,CLE,61.5,103.8,-42.2,0,0,0,0,13.6,6.1,12.5,25,21.8,13.8,92.14,-4.2,52
D'Moi Hodge,LAL,86.4,130.6,-44.2,22.7,5,22.7,0,0,0,4.5,43.3,44.1,17.2,100.67,2.7,88
Malik Williams,TOR,93.2,118.1,-24.9,2.9,0.67,5,12.7,19.7,16.2,7.5,27.9,27.2,14.8,99.37,2.7,220
Maozinha Pereira,MEM,99.2,96.5,2.7,2.7,0.4,4.3,7.7,20.6,13.8,10.9,58.6,60.9,14.3,101.42,12.6,258
Alex Fudge,DAL,81.8,129.1,-47.3,0,0,0,8.7,2.9,6.2,11.1,43.3,47.2,17.6,103.84,5.2,88
Jordan Ford,SAC,128.9,100,28.9,11.8,2,18.2,0,10,5.1,9.1,71.4,76.1,18.4,97.91,11.9,45
Mouhamed Gueye,ATL,89.9,115.1,-25.2,9.1,4,12.9,11.1,18.8,14.3,3.2,41.3,46.8,14.4,104.51,7.9,158
Pat Spencer,GSW,96.4,111.1,-14.7,27.8,5,50,6.5,7.7,7,10,50,50,7.7,102.92,8,56
Andrew Funk,CHI,110.3,93.3,17,0,0,0,0,0,0,0,0,0,10.8,105.67,-4.5,29
Timmy Allen,MEM,92.6,114.4,-21.8,6,2.5,16.1,2.5,11.3,6.1,6.5,26.1,27.2,8.4,99.48,-0.2,256
D.J. Carton,TOR,81.5,122.8,-41.3,15,3,21.4,5.1,4.3,4.7,7.1,43.8,53.9,12.5,108.07,6,81
Dexter Dennis,DAL,89,100,-11,36.4,1.33,15.4,2.5,21.1,11.5,11.5,55.3,54.1,27.8,118.13,16.4,73
Henri Drell,CHI,120.6,113.4,7.2,15.4,2,23.5,2.9,11.1,6.5,11.8,50,50.6,15.5,108.3,4.3,68
Taze Moore,POR,95.7,122.2,-26.6,20.8,1.67,17.9,7.5,10.8,8.9,10.7,44.7,45.3,20.9,108.3,7.3,92
Drew Peterson,BOS,132,116,16,4.5,1,12.5,0,4.2,2.2,12.5,91.7,91.7,12.3,105.8,8.8,50
Filip Petrusev,SAC,110,80,30,0,0,0,0,8.3,5.6,0,50,52.1,15,103.11,2.6,20
Adam Flagler,OKC,109.7,109.7,0,36.4,0,36.4,0,0,0,0,21.4,21.4,21.2,106.16,1.3,31
Dariq Whitehead,BKN,110.9,153.7,-42.8,14.3,0,33.3,0,19,7.8,0,20,25.5,9.4,109.08,3.5,55
Dmytro Skapintsev,NYK,75,60,15,0,0,0,0,0,0,0,0,0,25,101.25,-16.7,4
Isaiah Wong,IND,75,122.2,-47.2,0,0,0,0,0,0,0,33.3,33.3,37.5,95.25,0,8
Izaiah Brockington,NOP,150,100,50,0,0,0,12.5,16.7,14.3,0,40,40,38.5,120.59,12.8,8
Jalen Crutcher,NOP,120,100,20,0,0,0,0,0,0,0,0,0,16.7,90.57,-8,5
Kaiser Gates,NOP,81.3,88.2,-7,0,0,0,0,9.1,4.5,0,0,0,22.2,106.55,-15,16
Malcolm Cazalon,DET,183.3,100,83.3,0,0,0,0,0,0,0,0,0,0,111.48,0,6
Markquis Nowell,TOR,128.6,62.5,66.1,100,0,50,50,0,28.6,0,0,53.2,22.2,102.37,35.7,7
Bub Carrington,WAS,102.8,118,-15.2,21.3,2.58,28.3,1.2,11.7,6.4,11,49.3,51.4,15.4,103.06,7.1,5279
Ronald Holland II,DET,109.8,110.9,-1,9.5,1.14,13.2,3,13.6,8.3,11.6,51.7,55.6,17.7,101,7.8,2652
Stephon Castle,SAS,111.8,116.6,-4.7,23.1,1.88,20.1,3.9,9.2,6.6,10.7,47.6,52.2,25.3,101.89,8.7,4580
Matas Buzelis,CHI,110.4,112.1,-1.7,7.2,1.07,10.4,3.5,13.3,8.5,9.8,54.1,57.1,18.1,105.38,7.9,3328
Jaylen Wells,MEM,116.7,111.9,4.7,8.2,1.96,14.4,4,8.3,6.1,7.4,52.7,56,15.6,104.64,6.5,4444
Dalton Knecht,LAL,112.2,114.9,-2.8,6.7,1.78,9.5,2.6,11.6,7.3,5.3,57.6,59.4,18.1,98.26,8.7,3063
Jamal Shead,TOR,105.5,113.3,-7.8,30.7,2.7,32.8,1.9,5.7,3.7,12.1,47.6,49.9,17.9,102.18,7,3127
Zaccharie Risacher,ATL,112.3,115,-2.7,6.8,1,9,4.4,9.9,7.1,9,53.7,55.8,20.3,104.57,7.1,4011
Ryan Dunn,PHX,110.4,115.1,-4.7,5.9,1.43,9.6,6.3,11.7,9,6.8,51.6,51.7,16.1,98.59,5.9,2882
Tristan da Silva,ORL,106.1,110.3,-4.2,10.5,2.02,16.6,4.2,11.4,7.6,8.2,49.5,52.2,14.9,96.97,7.4,3295
Yves Missi,NOP,107.8,120.5,-12.7,7.2,1.21,12.9,12.2,17.7,14.9,10.7,54.7,57.2,14.1,99.85,9,4069
Kyle Filipowski,UTA,107.7,118.9,-11.3,14,1.37,17,7,21.3,14,12.4,57.6,59.4,18.4,102.46,10.3,3248
Isaiah Collier,UTA,108.3,118.6,-10.4,34.2,2.14,34.9,1.7,10.4,6.1,16.3,45.9,49.4,18.6,102.44,7.7,3927
Kyshawn George,WAS,105.4,115.5,-10.1,13.3,1.74,19.8,2.5,12.2,7.4,11.4,47.6,50.3,15.6,102.7,5.8,3869
Alex Sarr,WAS,102.7,116.4,-13.7,13.9,1.41,13.7,6,15.8,10.8,9.7,45.7,48.2,23,104.3,8.4,3939
Donovan Clingan,POR,109.9,109.7,0.2,8.1,1.07,14.6,14.4,21.8,17.9,13.7,56,57.4,13.5,101.68,10.5,2801
Zach Edey,MEM,116.8,111.5,5.3,5.9,0.74,10.2,15.3,20.4,17.9,13.9,60,62.4,15.6,104.2,11.1,3074
Kel'el Ware,MIA,112.8,110.9,1.9,6.2,1.05,9.8,8.7,23.8,16.7,9.3,59.2,60.3,16.9,98.6,11.9,2914
Jonathan Mogbo,TOR,103.7,111.9,-8.2,16,2.09,24.1,7.6,15.7,11.4,11.5,46.2,49.6,14.5,102.69,8.3,2743
Oso Ighodaro,PHX,109.4,110,-0.6,9.5,1.82,22.3,6.3,14.3,10.4,12.2,60.4,61,10.3,99.05,7.3,2154
Tidjane Salaün,CHA,99.4,111.2,-11.9,9.2,1.28,14.2,5,16.8,10.6,11.2,41.4,45.7,15,98.5,6.5,2545
Jamison Battle,TOR,105,113.4,-8.4,7.3,1.96,12.2,3.2,11.7,7.2,6.2,58.1,59,14.7,102.32,7.2,2222
Adem Bona,PHI,107.4,114,-6.6,4.3,0.44,8.4,9.7,16.4,13,18.9,70.3,71.4,13.5,100.51,9.3,1900
Pelle Larsson,MIA,111.1,108.7,2.4,11.6,2.71,20.4,3.6,8.1,5.8,7.5,51.7,54.6,14.1,98.71,5.5,1595
Dillon Jones,OKC,108.9,102.9,6,14.3,2.07,25,5,15.3,10.2,12.1,44.4,46.4,13.1,101.09,6.6,1164
Ja'Kobe Walter,TOR,108.6,111.1,-2.4,10.5,1.62,14.5,4.9,9.2,7,8.9,48.7,52.3,17.9,101.29,6.8,2316
Reed Sheppard,HOU,108.5,111.1,-2.7,15.3,2.03,20.9,2.2,8.6,5.4,10.3,45.2,46.5,17.1,104.93,6,1425
Cody Williams,UTA,103,118.5,-15.5,7.8,1.34,15.6,2.4,7.5,4.9,11.6,39.1,41.9,12.2,103.19,2.1,2284
Johnny Furphy,IND,106.1,105.4,0.6,6.3,1.58,14.4,6,12.6,9.3,9.1,46.2,50.6,11.8,105.49,5.9,842
Rob Dillingham,MIN,112.3,111.1,1.2,28.3,1.85,26.6,2.2,7,4.6,14.4,50,50.3,21.5,101.82,7.8,1097
Jaylon Tyson,CLE,108.4,108.8,-0.4,13.5,1.69,19.1,7.6,11.7,9.7,11.3,49.7,52.3,16.4,101.31,7.5,957
Antonio Reeves,NOP,107.3,117.5,-10.2,8.9,1.3,11.8,2.6,7,4.7,9.1,55.8,57.9,18.3,101.12,7.2,1386
Justin Edwards,PHI,111.6,123.2,-11.6,8.4,1.41,13.3,3.8,9.4,6.5,9.5,54.6,55.9,16.5,99.43,6.2,2391
Karlo Matkovi?,NOP,109.4,114.1,-4.7,8.3,1.07,13.5,7.9,17.7,12.9,12.6,61.9,63.9,15.5,101.91,9.6,1674
Quinten Post,GSW,111.5,109.1,2.4,13.1,1.7,14.9,4.9,16.6,10.6,8.8,58.2,59.5,19.7,100.02,9.5,1433
Tyler Kolek,NYK,104.1,104.4,-0.3,32.1,3.89,39.3,2.7,5.9,4.3,10.1,41.5,45.3,15.2,102.35,7.2,632
Isaac Jones,SAC,104.6,115.1,-10.5,5.7,0.75,9.5,7.1,12,9.5,12.7,66.9,67.8,15.2,102.68,8.7,652
Jaylen Clark,MIN,115.2,109.6,5.6,6.7,3.25,15.1,4.7,5.3,5,4.7,55.8,59.8,11.5,101.98,5.7,1101
Ajay Mitchell,OKC,110,100.2,9.7,15.3,2.21,22.1,2.8,8,5.3,10,55.7,58.7,15.9,100.63,8.2,1254
Devin Carter,SAC,113.1,109.3,3.9,13.9,2.28,19.9,4.4,14.7,9.3,8.7,44.1,47.1,16.9,100.14,7,831
KJ Simpson,CHA,101,116.4,-15.4,21,2,22.8,4.2,8.1,6,11.4,40,43.7,18.8,99.1,6,1734
Reece Beekman,BKN,98.5,110.4,-12,20.5,3,31.3,2.4,6.1,4.1,10.4,36,40,12.2,99.16,5.1,969
Branden Carlson,OKC,115.1,105.8,9.4,7.7,2,11.1,6.4,13.1,9.9,5.6,55.7,58.1,18.5,103.83,10.1,529
Terrence Shannon Jr.,MIN,107.8,107,0.8,13.9,2.13,18.8,2.9,10,6.5,8.8,53.1,56,16.6,103.77,8.2,735
Baylor Scheierman,BOS,109.9,105.8,4.1,12,2.75,20.5,4.8,11.7,8.3,7.5,47.3,49,14.3,95.28,7.4,761
Keaton Wallace,ATL,106.2,108.4,-2.2,22.4,2.45,28.8,1.3,8,4.7,11.7,48.5,50.3,16.4,102.77,7.4,1075
AJ Johnson,WAS,104.1,115.6,-11.5,17.8,2.17,22.3,1.1,7.3,4.2,10.3,44.1,48,17.3,100.83,5.3,1342
Bronny James,LAL,95.5,114.1,-18.6,19.1,1.69,20.4,2.1,7.6,4.8,12,38.1,42.4,19.9,99.45,5,375
Ariel Hukporti,NYK,97.6,110.1,-12.4,7.5,0.52,15.9,6.6,15.1,11.2,30.4,67.7,65.4,11.3,102.57,4.8,462
Cam Spencer,MEM,116.4,109.6,6.8,18.2,5.67,26.2,4.3,7,5.6,4.6,53,58.7,14.8,103.04,8.7,543
Trey Alexander,DEN,94.2,105.1,-10.9,13.6,2.2,18.6,0.8,8.7,4.7,8.5,35.4,37.4,16.5,105.44,2.9,259
Jared McCain,PHI,109.3,111.4,-2.1,17.1,1.62,15.2,2.2,7.6,4.8,9.3,55.3,58.9,24.3,98.18,10.6,1210
Tyler Smith,MIL,103.4,96.3,7.1,5.6,0.5,6.2,5,14.3,9.8,12.3,61,62.6,20.5,105.22,12.3,261
Enrique Freeman,IND,104.4,110.7,-6.3,6.2,1.5,15,5.4,10.6,7.8,10,44.6,50.7,10.9,107.55,4,409
Yuki Kawamura,MEM,114.6,102.5,12.1,25.7,3.8,32.8,0,11.4,6.3,8.6,48.3,53,16.7,106.19,8.6,206
Alex Ducas,OKC,99.6,106.3,-6.7,5.8,1.25,12.5,6,11.9,8.8,10,56.7,58.3,11.5,102.63,6.5,266
Spencer Jones,DEN,89.4,107.4,-18,6,1,11.1,5.7,6.7,6.2,11.1,33.8,36.8,12.8,104.76,1.3,274
PJ Hall,DEN,91.9,91.3,0.5,11.8,2,12.5,7.9,21.9,14.8,6.3,62.5,64.1,17.6,99,16.8,135
Pacôme Dadiet,NYK,103.8,113,-9.2,6.3,1.25,11.9,2.8,12.8,8,9.5,41.9,44.6,14.2,100.38,4.7,235
Jaylen Martin,WAS,93.6,120.7,-27.1,12,1.42,16,4,14.1,8.6,11.3,46.6,49.7,15.5,100.58,7.4,502
Jazian Gortman,DAL,103.8,99.2,4.6,15.4,1.2,17.1,1.6,6.5,4,14.3,47.8,48.5,19.5,109.79,3.1,132
Keshad Johnson,MIA,105.5,104.1,1.3,5.8,1,10.5,6.7,18.8,13.6,10.5,75,71.8,14.5,106.64,11.4,219
Alex Reese,PHI,117.3,111.8,5.5,2.3,0.67,5.8,4.1,16.1,10.3,8.7,62,64.1,12.3,104.64,7.9,468
Damion Baugh,CHA,99.5,121.8,-22.3,23.5,1.81,25,3.3,9.8,6.4,13.8,36.9,39.9,18.6,99.5,5.1,769
Isaiah Crawford,SAC,112,92.7,19.3,2.9,1,6.7,2.3,14.9,8.8,6.7,50,50.9,12.2,103.01,7,100
Keion Brooks Jr.,NOP,100.7,121.2,-20.5,6.2,1.08,8.8,3.4,13.6,8.4,8.2,55,58.1,16.9,101.63,7.9,702
Cam Christie,LAC,97.6,105.6,-7.9,16.7,3,17.6,5.1,14.1,9.8,5.9,33.3,34.9,19.2,103.12,7,126
Liam Robbins,MIL,80.3,85.6,-5.3,5.6,0.33,9.5,11.1,8.5,9.8,28.6,25,36.3,12.8,106.17,-2.5,127
Luke Travers,CLE,109.1,109.7,-0.5,11.3,1,21.6,8.4,10.8,9.7,21.6,25,28.7,13.2,101.62,2.2,186
Kylor Kelley,LAL,101.4,130.5,-29.1,5.6,1.25,13.9,7.9,19.4,13.4,11.1,63.6,64.4,9.7,104.42,7.2,276
RayJ Dennis,IND,113.5,86.3,27.3,25.5,2.8,26.4,2.5,11.6,7.3,9.4,42.4,44.3,21.2,105.02,11,155
Elijah Harkless,UTA,113.2,103.5,9.7,7.3,2.67,16.3,5.8,9.2,7.4,6.1,41.4,42.5,12,99.3,3.7,287
Marcus Bagley,PHI,101.1,117,-15.9,5.6,1.43,11,7.8,17.5,12.4,7.7,42.8,45.6,12.8,102.58,7.7,542
Anton Watson,NYK,103.9,119.2,-15.3,12.5,1,15.4,5,11.8,8.1,15.4,44.4,44.4,19.3,111.52,3.3,51
Armel Traore,LAL,81.9,119.3,-37.3,2.6,0.33,3.8,2.6,22.8,11.1,11.5,31.6,31.7,15.3,102.24,2.7,144
Drew Timme,BKN,102.8,115.5,-12.6,13.7,1.33,14,6,19.4,12.3,10.5,48.5,50,20.5,100.3,8.6,531
Jack McVeigh,HOU,84.7,93.9,-9.2,3.8,0.5,5,3.9,5.6,4.8,10,41.2,41.2,17.6,109.32,2,98
Bobi Klintman,DET,121.4,117.2,4.2,21.2,7,36.8,2.4,18.2,9.5,5.3,70,68.9,12.1,96.83,9.5,84
Jalen Bridges,PHX,98.4,88.7,9.7,0,0,0,0,12.1,6.2,30.8,42.9,51.4,19.7,98.77,2.6,63
Tristen Newton,MIN,83.3,97.6,-14.2,18.2,1,16.7,7.1,11.1,8.7,16.7,12.5,17.8,18.5,123.38,-6.8,42
Daniss Jenkins,DET,102.3,108.2,-5.8,20,3,20,0,18.2,5.4,6.7,35,32.2,23.1,97.06,0,43
Tyson Etienne,BKN,98.8,119.3,-20.5,12.6,1.5,15.6,1.8,4.6,3,10.4,45.2,48.8,17.7,105.16,2.4,330
Ulrich Chomche,TOR,96.9,140.3,-43.4,11.1,1,20,12.9,18.2,15.1,20,40,42.5,10.8,94.73,2,65
Daeqwon Plowden,ATL,104,84.2,19.8,4.7,0.5,6.3,5.7,9.3,7.6,12.5,82,83.1,18.1,101.64,12.2,151
Emanuel Miller,CHI,120.4,130.4,-10,10.5,0,18.2,16.7,13.8,15.1,0,50,56.3,14.3,106.74,9.2,54
Jackson Rowe,GSW,116.4,103.5,12.9,10,4,16,4.6,16.7,9.7,4,55.9,56,14.2,109.95,10.1,122
Jahmir Young,CHI,110,123.5,-13.5,23.1,6,46.2,4.2,5.9,5.2,7.7,90,93.5,9.2,111.64,10,70
Jaylen Sims,CHA,100.4,120.4,-20,17.6,1.5,21.8,2.5,2.5,2.5,14.5,53.6,60.7,15.9,100.89,5.7,235
Malevy Leons,OKC,61.4,104.7,-43.3,11.1,1,16.7,4,9.5,6.5,16.7,0,26.6,10.2,99.59,-6.9,44
Trentyn Flowers,LAC,88.5,101.7,-13.2,0,0,0,4.2,9.7,7.3,7.7,36.4,44.6,19.4,108.62,2.9,61
Cui Cui,BKN,80.8,76,4.8,0,0,0,0,20,9.5,0,14.3,19,29.6,118.62,-5.6,26
Harrison Ingram,SAS,132,92,40,8.6,3,37.5,6.7,17.5,12.9,12.5,50,50,6,103.6,8,75
Nae'Qwan Tomlin,CLE,96.4,92,4.4,5.3,1,5,11.7,14.5,13.1,5,43.8,48.9,23,104.1,9.6,138
Phillip Wheeler,PHI,110,96.6,13.4,6.5,2,8,3.6,12.5,7.7,4,14.3,18.3,22.1,96.76,-0.5,90
Kevin McCullar Jr.,NYK,93.8,96.9,-3.1,11.1,0,20,0,28.6,15.1,0,28.6,38.1,11.8,105.33,6.6,64
N'Faly Dante,HOU,114.9,123.5,-8.6,5,1,10.5,12.2,26.8,20,10.5,76.9,78.9,13.3,108.58,12.5,114
Isaiah Stevens,MIA,61.5,30.8,30.8,0,0,0,0,22.2,12.5,0,0,0,14.3,112.43,12.5,13
Miles Norris,BOS,87.7,110.9,-23.2,0,0,0,4.8,17.1,10.8,0,33.3,35.4,12.7,88.67,8.8,65
Zyon Pullin,MEM,83.3,66.7,16.7,0,0,0,0,0,0,0,0,0,16.7,110.7,-8.7,6
Jesse Edwards,MIN,72.7,150,-77.3,25,0,100,0,0,0,0,0,0,0,118.29,-4.3,11
Quincy Olivari,LAL,68.2,150,-81.8,20,1,14.3,0,0,0,14.3,30,30,23.1,102.52,-2.2,22
Yuri Collins,GSW,94.4,111.4,-17,33.3,0,57.1,8.3,7.1,7.9,0,33.3,33.3,6.8,104.54,4.8,36
Riley Minix,SAS,93.3,93.3,0,0,0,0,0,20,11.8,0,0,0,6.3,106.67,3.9,15
Tolu Smith,DET,117.4,104.4,12.9,0,0,0,12.9,20,15.7,16.7,66.7,67.8,20,97.72,14.9,46
Andrew Wiggins,MIN,101.5,111.3,-9.7,9.7,0.96,10,4.4,8.5,6.4,10.4,45.4,51.7,22.3,95.46,8.1,5915
Danté Exum,UTA,102,99.3,2.7,16.9,1.68,26.6,1.6,5.7,3.7,15.8,44.8,45.7,13.7,91.03,3.7,3446
Elfrid Payton,ORL,102.3,105.7,-3.4,31.4,2.63,34.7,4.2,9.9,7,13.2,43.3,45.6,17.9,95.62,9,4941
Nikola Mirotic,CHI,105.4,100.4,5,10.2,1.09,10.4,3.9,19.3,11.9,9.5,48.5,55.6,22.5,94.41,13.1,3256
Joe Ingles,UTA,100,102.3,-2.2,17.1,1.86,28,1.3,9.4,5.4,15.1,51.7,53.3,12.6,92.34,7.2,3229
Bojan Bogdanovic,BKN,103.2,108.1,-4.9,5.7,0.87,8.9,2.8,8.6,5.7,10.2,53.2,56.2,16.9,94.83,7.3,3663
Zach LaVine,MIN,98.2,112.4,-14.2,25,1.43,22.6,1.4,10.3,5.8,15.8,46.5,51.5,21.8,96.43,7.9,3821
Nerlens Noel,PHI,91.8,100.9,-9.1,9.9,0.88,12.4,7.4,18.4,12.7,14.2,46.2,49.3,17,96.94,10.8,4663
JaKarr Sampson,PHI,91.8,104,-12.2,12.1,1.01,14.2,2.8,11.2,6.8,14,46.7,49.8,17.3,100.89,5.8,2354
Nik Stauskas,SAC,102.2,108.1,-5.9,9.2,1.68,15.5,1,6.6,3.8,9.3,44.6,49.2,13.8,97.79,4.3,2298
Damjan Rudez,IND,100.1,100,0.1,7.9,1.13,14.2,0.7,3.7,2.2,12.6,58.4,59.1,13.4,95.85,5,2107
Marcus Smart,BOS,104.7,101.4,3.4,16.1,2.31,25.1,3.2,8.9,6,10.9,46.2,49.1,14.9,97.36,6.6,3635
Jerami Grant,PHI,94.9,100.1,-5.2,9.5,0.93,13,3.3,10.4,6.8,14,42.2,47,16.2,99.13,4.7,2828
Tarik Black,LAL,101.5,105.3,-3.8,5.9,0.88,10.1,11.4,20.1,15.5,11.5,57.5,58.3,13.8,93.91,9.3,2343
James Ennis III,MIA,100,100.2,-0.2,7.4,1.23,12.8,5.1,12.1,8.6,10.4,47.2,54.1,14.2,92.93,8.1,2035
Jusuf Nurki?,DEN,102.2,101.7,0.5,7.2,0.58,8.6,10.2,22.5,16.2,14.8,44.6,48.3,20.3,98.37,8.8,2253
KJ McDaniels,HOU,91.7,100.4,-8.7,9.5,0.69,10.7,4.3,9.8,6.9,15.6,44.6,49.4,18.8,98.4,6.7,2762
Jordan Clarkson,LAL,100.8,109.1,-8.3,24.3,2.15,21.3,3.6,9.7,6.5,9.9,48,52.8,23,94.08,10.9,2892
Gary Harris,DEN,95.3,105.9,-10.7,6.1,0.76,9.5,2.6,6.1,4.2,12.5,35.3,39.5,16,100.81,1.7,1504
Joe Harris,CLE,100.8,111.6,-10.7,8.3,0.96,14.5,1.4,7.3,4.2,15.1,52.9,53.7,13.7,96.25,2.2,990
Shabazz Napier,MIA,99.7,101.9,-2.2,21.6,1.6,27.9,1.8,10.2,6,17.4,47.6,51.7,15.4,91.58,7.5,1935
Travis Wear,NYK,94.8,101,-6.2,10.4,1.14,13.5,4.7,11.6,8.1,11.8,42.8,45.1,17.2,93.97,6.3,1316
Cory Jefferson,BKN,102.9,94.7,8.2,4.7,0.8,7,8.7,17.3,13.1,8.8,45.5,48,17,97.73,8.7,1075
Rodney Hood,UTA,102.6,98.8,3.8,13.6,1.84,15.5,0.8,10.1,5.5,8.4,49.7,52.9,19.2,92.31,8,2038
Aaron Gordon,ORL,97.9,105.8,-7.9,6.4,0.87,10.8,5.8,15.1,10.5,12.5,47.8,51.7,15.1,96.52,7.4,1585
Elijah Millsap,UTA,100,96.1,3.9,10.1,0.87,14.4,3,12.6,7.9,16.6,39.9,45,16.4,93.7,4.9,1796
Markel Brown,BKN,104.8,106.4,-1.5,7,1.44,12.9,2,12,6.9,8.9,40.2,45.9,14.7,96.29,5.5,1568
Langston Galloway,NYK,97.3,106.6,-9.4,17.5,2.46,19.9,2.4,10.8,6.5,8.1,46,48.9,18.7,93.65,8.2,2841
PJ Hairston,CHA,97.5,105.7,-8.1,5.1,0.95,6.4,2.8,10.1,6.2,6.7,41.4,44.6,19,96.49,5,1385
Erick Green,DEN,96.7,105.9,-9.3,16.5,2.79,17.7,1.5,6,3.5,6.4,42,43.6,18.1,98.54,6.3,840
Kostas Papanikolaou,HOU,99.1,102.1,-3,16.6,1.55,24.6,4.7,9.8,7.2,15.9,42.9,44.4,14,98.03,5.6,1630
Furkan Aldemir,PHI,98.5,106.8,-8.2,7.9,1.65,20.6,12.6,18.9,15.5,12.5,51.3,51.7,8.3,96.62,6.6,1082
T.J. Warren,PHX,96.7,105.2,-8.5,6.9,0.93,9.2,6.1,7.1,6.6,9.9,54,55.1,17.3,97.86,8.4,1258
Cleanthony Early,NYK,90.5,102.8,-12.3,10.2,0.9,11.5,3.2,12.2,7.5,12.8,40.7,44.7,19,95.7,5.8,1288
Doug McDermott,CHI,92.8,107.8,-15.1,3.3,0.35,4.4,1.9,11.3,6.7,12.5,46.3,48,18,96.42,4.4,652
Glenn Robinson III,PHI,106.7,100.4,6.3,6.4,1,10.9,5.4,9.2,7.3,10.9,42.5,47.1,14.3,100.23,5.3,541
Johnny O'Bryant III,MIL,90.5,103.3,-12.8,7.6,0.68,9.8,7,10.8,8.9,14.5,36.7,37.9,18.8,96.03,1.2,733
Spencer Dinwiddie,DET,95.2,103.1,-7.9,39.4,3.15,32.4,0.8,10,5,10.3,33.7,39.4,20.8,94.31,7.4,895
Kyle Anderson,SAS,100.1,105.5,-5.3,11.6,2.8,21.2,1.5,18.9,10.5,7.6,36.5,38.9,13,95.78,7.1,716
Tyler Ennis,MIL,96,103.4,-7.3,27.8,1.74,27.9,1.6,7.3,4.3,16,40.3,41.1,19.9,97.42,5.3,835
Adreian Payne,MIN,98.8,115.8,-17,6.7,0.68,9.5,6.6,16.8,11.5,13.9,41.6,44.3,17.3,94.59,4.7,1459
Mitch McGary,OKC,106.4,100.8,5.6,4.3,0.45,6.2,10.5,21.8,16.2,13.7,53.3,55,18,101.46,10.4,1020
Tyler Johnson,MIA,96.8,101.5,-4.7,11.5,1.4,16.2,2.3,10.8,6.6,11.5,47.3,50.6,16.1,96.56,8.3,1210
James Young,BOS,103.5,103.5,0,5.9,2.6,9.8,2.3,10.1,5.9,3.8,43.6,45.7,14.9,99.52,5,691
Jordan Adams,MEM,101.4,97.8,3.6,10.1,1.14,12.8,3.5,7.5,5.5,11.2,46.5,48.9,18.6,96.32,7.2,498
Dwight Powell,DAL,104.1,103,1.1,5.8,0.82,8.7,7.1,14.7,10.6,10.7,48.5,55.2,16.6,100.33,6.8,491
Nick Johnson,HOU,91.9,100,-8.1,6.9,0.58,9.4,4.5,8.9,6.7,16.2,38,43,16.7,102.09,1.9,557
Jabari Parker,MIL,99.6,106.4,-6.8,9.5,0.89,11,6.9,12.1,9.5,12.3,49.8,52.7,20.2,97.11,10,1488
Noah Vonleh,CHA,88.8,102.2,-13.3,2.9,0.36,3.8,9.2,22.7,15.4,10.6,42.8,47.5,16.7,94.6,10.5,510
JaMychal Green,MEM,95.3,101.2,-5.9,4,0.29,5.7,11,16.7,13.7,20,57.4,60.3,16.8,99.7,9.2,338
Joffrey Lauvergne,DEN,89.7,108.8,-19.1,9,0.59,9.6,8.2,19.8,13.3,16.3,42.1,45.9,18.5,99.42,6.3,552
C.J. Wilcox,LAC,89,98.1,-9,15.1,0.8,14.3,1,5.6,3.3,17.9,51.3,52.7,21,100.23,5.9,210
Shayne Whittington,IND,109.8,102.8,7,9.4,1.2,9.4,9.4,17.8,13.6,7.8,46.4,54.7,24.3,95.19,10.6,215
Jabari Brown,LAL,100.9,111.7,-10.8,11.3,1.25,14.3,0.5,6.2,3.2,11.5,47.9,54.7,18.3,95.64,6.4,1130
Jarnell Stokes,MEM,95.4,87.5,7.9,5.3,0.57,6.6,12,13.7,12.9,11.5,56.8,57.8,18.8,99.51,9.5,259
